time,position,velocity
0.010000,0.000200,0.019991
0.020000,0.000597,0.039735
0.030000,0.001189,0.059197
0.040000,0.001973,0.078342
0.050000,0.002944,0.097137
0.060000,0.004100,0.115548
0.070000,0.005435,0.133543
0.080000,0.006946,0.151091
0.090000,0.008627,0.168161
0.100000,0.010475,0.184724
0.110000,0.012482,0.200750
0.120000,0.014644,0.216212
0.130000,0.016955,0.231084
0.140000,0.019409,0.245339
0.150000,0.021998,0.258954
0.160000,0.024717,0.271904
0.170000,0.027559,0.284168
0.180000,0.030516,0.295725
0.190000,0.033582,0.306554
0.200000,0.036748,0.316637
0.210000,0.040008,0.325956
0.220000,0.043352,0.334496
0.230000,0.046775,0.342241
0.240000,0.050267,0.349177
0.250000,0.053820,0.355292
0.260000,0.057425,0.360576
0.270000,0.061076,0.365017
0.280000,0.064762,0.368609
0.290000,0.068475,0.371343
0.300000,0.072207,0.373214
0.310000,0.075949,0.374218
0.320000,0.079693,0.374352
0.330000,0.083429,0.373613
0.340000,0.087149,0.372001
0.350000,0.090844,0.369517
0.360000,0.094506,0.366164
0.370000,0.098125,0.361945
0.380000,0.101694,0.356865
0.390000,0.105203,0.350930
0.400000,0.108645,0.344148
0.410000,0.112010,0.336527
0.420000,0.115291,0.328077
0.430000,0.118479,0.318809
0.440000,0.121566,0.308737
0.450000,0.124545,0.297873
0.460000,0.127407,0.286232
0.470000,0.130146,0.273831
0.480000,0.132752,0.260687
0.490000,0.135221,0.246817
0.500000,0.137543,0.232242
0.510000,0.139713,0.216981
0.520000,0.141723,0.201056
0.530000,0.143568,0.184489
0.540000,0.145241,0.167303
0.550000,0.146737,0.149524
0.560000,0.148048,0.131175
0.570000,0.149171,0.112284
0.580000,0.150100,0.092876
0.590000,0.150830,0.072979
0.600000,0.151356,0.052622
0.610000,0.151674,0.031834
0.620000,0.151781,0.010645
0.630000,0.151672,-0.010916
0.640000,0.151343,-0.032817
0.650000,0.150793,-0.055027
0.660000,0.150018,-0.077513
0.670000,0.149016,-0.100244
0.680000,0.147784,-0.123187
0.690000,0.146321,-0.146308
0.700000,0.144625,-0.169574
0.710000,0.142695,-0.192951
0.720000,0.140531,-0.216405
0.730000,0.138132,-0.239902
0.740000,0.135498,-0.263407
0.750000,0.132629,-0.286886
0.760000,0.129526,-0.310305
0.770000,0.126190,-0.333628
0.780000,0.122622,-0.356822
0.790000,0.118823,-0.379852
0.800000,0.114796,-0.402684
0.810000,0.110544,-0.425283
0.820000,0.106067,-0.447616
0.830000,0.101371,-0.469649
0.840000,0.096457,-0.491349
0.850000,0.091331,-0.512682
0.860000,0.085994,-0.533617
0.870000,0.080453,-0.554120
0.880000,0.074712,-0.574160
0.890000,0.068775,-0.593707
0.900000,0.062647,-0.612729
0.910000,0.056335,-0.631196
0.920000,0.049845,-0.649079
0.930000,0.043181,-0.666349
